DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1969-0098-PER,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PER,Peru,Latin America and the Caribbean,Americas,"Huancayo, Pariach",,,Yes,No,No,,6.6,Richter,-11.841,-75.051,,1969,10,1,1969,10,1,150,216,3000,,3216,,,,,5000,39889,12.53467526,,2004-01-29,2023-09-25
1969-0107-YUG,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,YUG,Yugoslavia,Southern Europe,Europe,Bosnia and Herzegovina,,,Yes,No,No,,6,Richter,44.9,17.3,,1969,10,26,1969,10,26,15,1116,200000,85000,286116,,,,,50000,398893,12.53467526,,2004-01-29,2023-09-25
1969-0155-MAR,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,MAR,Morocco,Northern Africa,Africa,,,,No,No,No,,7.8,Richter,36.033,-10.613,,1969,2,28,1969,2,28,11,,,,,,,,,,,12.53467526,,2020-03-11,2023-09-25
1969-0155-PRT,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PRT,Portugal,Southern Europe,Europe,,,Tsunami/Tidal wave,No,No,No,,7.8,Richter,36.033,-10.613,,1969,2,28,1969,2,28,2,80,,,80,,,,,,,12.53467526,,2020-03-11,2023-09-25
1969-0156-EGY,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,EGY,Egypt,Northern Africa,Africa,"Beni-Souef, Al-Qahirah (Cairo)",,Tsunami/Tidal wave,No,No,No,,6.6,Richter,27.575,33.895,,1969,3,31,1969,3,31,2,16,,535,551,,,,,,,12.53467526,,2020-03-11,2023-09-25
1970-0004-PHL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,Luzon,,,No,No,No,,,Richter,15.791,121.63,,1970,4,7,1970,4,7,14,200,,,200,,,,,,,13.26647996,,2004-04-05,2023-09-25
1970-0010-CHN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Yunnan province,,,No,No,No,,7.1,Richter,24.185,102.543,,1970,1,4,1970,1,4,10000,,,,,,,,,,,13.26647996,,2004-01-29,2023-09-25
1970-0019-TUR,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,Gediz,,,Yes,No,No,,7.2,Richter,39.098,29.57,,1970,3,28,1970,3,28,1086,2776,80672,,83448,,,,,55600,419101,13.26647996,,2004-01-29,2023-09-25
1970-0032-PER,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PER,Peru,Latin America and the Caribbean,Americas,"Chimbote, Pisco, Chiclayo",,"Flood|Slide (land, mud, snow, rock)",Yes,No,No,,7.8,Richter,-9.183,-78.737,,1970,5,31,1970,5,31,66794,143331,3072909,,3216240,,,,,530000,3995031,13.26647996,,2004-01-29,2023-09-25
1970-0038-IRN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Karnaveh, Marev",,,No,No,No,,6.7,Richter,37.733,55.885,,1970,7,30,1970,7,30,176,,10000,,10000,,,,,8000,60302,13.26647996,,2004-01-29,2023-09-25
1970-0051-COL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,COL,Colombia,Latin America and the Caribbean,Americas,Pereira (Bahia Solano),,,No,No,No,,6.5,Richter,6.375,-77.438,,1970,9,25,1970,9,25,,6,3000,,3006,,,,,400,3015,13.26647996,,2004-04-05,2023-09-25
1970-0060-PNG,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PNG,Papua New Guinea,Melanesia,Oceania,Madang,,"Slide (land, mud, snow, rock)",No,No,No,,6.9,Richter,-4.999,145.396,,1970,11,1,1970,11,1,15,20,4000,,4020,,,,,1750,13191,13.26647996,,2004-04-05,2023-09-25
1970-0067-ECU,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ECU,Ecuador,Latin America and the Caribbean,Americas,Loja province,,,Yes,No,No,,7.2,Richter,-4.026,-80.542,,1970,12,9,1970,12,9,29,120,60000,27992,88112,,,,,4000,30151,13.26647996,,2004-01-29,2023-09-25
1970-0068-PER,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PER,Peru,Latin America and the Caribbean,Americas,"Piura,Tumbes",,,No,No,No,,7.2,Richter,-4.026,-80.542,,1970,12,9,1970,12,9,29,252,15000,,15252,,,,,2000,15076,13.26647996,,2004-01-29,2023-09-25
1970-0112-IND,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IND,India,Southern Asia,Asia,Broach,,,No,No,No,,5.4,Richter,21.7,73,,1970,3,23,1970,3,23,26,200,,,200,,,,,,,13.26647996,,2004-04-05,2023-09-25
1970-0133-PER,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PER,Peru,Latin America and the Caribbean,Americas,"Panao, Chaclla, Quero, Ayllamarca, La Linda",,,No,No,No,,5.4,Richter,-9.9,-75.6,,1970,2,14,1970,2,14,12,,,,,,,,,,,13.26647996,,2020-04-08,2023-09-25
1970-0134-TUR,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,"Demirci, Manisa",,,No,No,No,,5.7,Richter,39.1,28.7,,1970,4,23,1970,4,23,,43,750,,793,,,,,,,13.26647996,,2020-04-08,2023-09-25
1971-0014-ITA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ITA,Italy,Southern Europe,Europe,Toscana,,,No,No,No,,4.6,Richter,42.5,11.8,,1971,2,6,1971,2,6,22,100,4120,,4220,,,,,41600,300665,13.83598355,,2004-01-29,2023-09-25
1971-0016-USA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,USA,United States of America,Northern America,Americas,San Fernando (Los Angeles),,,No,No,No,,6.6,Richter,34.416,-118.37,,1971,2,9,1971,2,9,65,2000,,,2000,,,35000,252964,553000,3996825,13.83598355,,2003-12-23,2023-09-25
1971-0030-TUR,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,Burdur,,,No,No,No,,5.9,Richter,37.6,29.8,,1971,5,12,1971,5,12,57,,,,,,,,,,,13.83598355,,2004-01-29,2023-09-25
1971-0034-TUR,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,"Bingol, Erzincan",,,Yes,No,No,,6.9,Richter,38.934,40.653,,1971,5,22,1971,5,22,878,1200,60000,27465,88665,,,,,5000,36138,13.83598355,,2004-01-29,2023-09-25
1971-0042-CHL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHL,Chile,Latin America and the Caribbean,Americas,"Valparaiso, Salamnca, Coquimbo",,Tsunami/Tidal wave,Yes,No,No,,7.8,Richter,-32.601,-71.076,,1971,7,9,1971,7,9,85,451,2348522,,2348973,,,,,236400,1708588,13.83598355,,2004-04-21,2023-09-25
1971-0140-IDN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Buaran, Bantar Kawsun, Jipang (Java)",,,No,No,No,,5.2,Richter,-7.2,109.1,,1971,6,16,1971,6,16,1,6,6885,,6891,,,,,,,13.83598355,,2020-04-09,2023-09-25
1972-0024-PER,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PER,Peru,Latin America and the Caribbean,Americas,"Juanjui, Tarapoto",,,Yes,No,No,,6.4,Richter,-6.855,-76.726,,1972,3,20,1972,3,20,12,,1500000,75000,1575000,,,,,20000,139970,14.288734,,2004-01-29,2023-09-25
1972-0027-IRN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Qir, Karzin, Jahrom, Firuzabad (Southwest Iran)",,,Yes,No,No,,6.6,Richter,28.415,52.765,,1972,4,10,1972,4,10,5057,1332,22126,,23458,,,,,1000,6999,14.288734,,2004-01-29,2023-09-25
1972-0067-NIC,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,NIC,Nicaragua,Latin America and the Caribbean,Americas,Managua,,,Yes,No,No,,6.3,Richter,12.184,-86.223,,1972,12,23,1972,12,23,10000,20000,400000,300000,720000,,,100000,699852,845000,5913750,14.288734,,2004-01-29,2023-09-25
1972-0084-ITA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ITA,Italy,Southern Europe,Europe,Ancona,,,No,No,No,,4.8,Richter,43.8,13.3,,1972,2,4,1972,2,4,1,,450,,450,,,,,,,14.288734,,2004-04-05,2023-09-25
1972-0132-PAK,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PAK,Pakistan,Southern Asia,Asia,"Tangir, Gupis, Rawalpindi, Peshawar",,,No,No,No,,6.2,Richter,36,73.4,,1972,9,3,1972,9,3,100,,5000,,5000,,,,,,,14.288734,,2004-04-05,2023-09-25
1972-0150-ITA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ITA,Italy,Southern Europe,Europe,Ancona,,,No,No,No,,4.4,Richter,43.8,13.3,,1972,6,21,1972,6,21,2,,,,,,,,,300000,2099556,14.288734,,2020-04-09,2023-09-25
1972-0151-AFG,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,AFG,Afghanistan,Southern Asia,Asia,"Sarsangi, Narin counties (Hindu Kush region)",,,No,No,No,,6.1,Richter,36.278,69.681,,1972,6,24,1972,6,24,11,15,,,15,,,,,,,14.288734,,2020-04-09,2023-09-25
1973-0014-MEX,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,MEX,Mexico,Latin America and the Caribbean,Americas,"Michoacan, Colima",,,No,No,No,,7.5,Richter,18.481,-102.996,,1973,1,30,1973,1,30,56,390,,,390,,,,,,,15.17145282,,2004-01-29,2023-09-25
1973-0017-PHL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,"Luzon, Tablas Is., Quezon city, Calaug, Lopez, Guiayangan",,,No,No,No,,7,Richter,13.372,122.787,,1973,3,17,1973,3,17,14,64,,,64,,,,,450,2966,15.17145282,,2004-01-29,2023-09-25
1973-0024-CRI,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CRI,Costa Rica,Latin America and the Caribbean,Americas,"South Laguna Arenal, Tilaran, Arenal, Rio Chiquito",,,Yes,No,No,,6.5,Richter,10.679,-84.759,,1973,4,14,1973,4,14,21,98,3563,84,3745,,,,,200,1318,15.17145282,,2004-01-27,2023-09-25
1973-0035-MEX,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,MEX,Mexico,Latin America and the Caribbean,Americas,"Puebla, Veracrur, Mexico city",,,No,No,No,,6.8,Richter,18.267,-96.598,,1973,8,28,1973,8,28,500,,,,,,,,,,,15.17145282,,2004-01-27,2023-09-25
1973-0147-CHN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Western Sichuan,,,No,No,No,,7.4,Richter,31.398,100.581,,1973,2,6,1973,2,6,,,,840,840,,,,,,,15.17145282,,2020-04-09,2023-09-25
1973-0148-USA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,USA,United States of America,Northern America,Americas,Oxnard (California),,,No,No,No,,5.7,Richter,34.1,-119,,1973,2,21,1973,2,21,,,,,,,,,,1000,6591,15.17145282,,2020-04-09,2023-09-25
1973-0149-USA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,USA,United States of America,Northern America,Americas,Hilo (Hawai),,,No,No,No,,6.5,Richter,19.936,-155.098,,1973,4,26,1973,4,26,,11,,,11,,,,,5750,37900,15.17145282,,2020-04-09,2023-09-25
1973-0150-JPN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,JPN,Japan,Eastern Asia,Asia,Hokkaido Isl.,,Tsunami/Tidal wave,No,No,No,,7.7,Richter,43.233,145.785,,1973,6,17,1973,6,17,,27,,,27,,,,,5000,32957,15.17145282,,2020-04-09,2023-09-25
1974-0025-CHN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,"Yunnan, Sichuan",,,No,No,No,,7.1,Richter,28.4,104.1,,1974,5,11,1974,5,11,20000,,,,,,,,,,,16.84862911,,2004-01-27,2023-09-25
1974-0026-JPN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,JPN,Japan,Eastern Asia,Asia,"Izu-Hanto, Nakagi",,Tsunami/Tidal wave,No,No,No,,6.5,Richter,34.522,138.74,,1974,5,9,1974,5,9,30,73,,,73,,,,,,,16.84862911,,2004-01-27,2023-09-25
1974-0050-PER,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PER,Peru,Latin America and the Caribbean,Americas,"Lima area, Calleo",,Tsunami/Tidal wave,Yes,No,No,,7.6,Richter,-12.265,-77.795,,1974,10,4,1974,10,4,78,2414,41260,,43674,,,,,10000,59352,16.84862911,,2004-01-27,2023-09-25
1974-0063-PAK,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PAK,Pakistan,Southern Asia,Asia,"North Indus R. Valley, Balakot, Patan",,Tsunami/Tidal wave,Yes,No,No,,6.2,Richter,35.1,72.9,,1974,12,28,1974,12,28,4700,15000,30000,5200,50200,,,,,3255,19319,16.84862911,,2004-01-27,2023-09-25
1974-0169-PER,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PER,Peru,Latin America and the Caribbean,Americas,"Lima, Vauyos",,,No,No,No,,6.3,Richter,-12.299,-76.352,,1974,1,5,1974,1,5,10,,,,,,,,,,,16.84862911,,2020-09-02,2023-09-25
1974-0170-COL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,COL,Colombia,Latin America and the Caribbean,Americas,"Bogota, Cali, Pereira",,,No,No,No,,7.3,Richter,7.747,-77.688,,1974,7,12,1974,7,12,11,,,,,,,,,,,16.84862911,,2020-09-02,2023-09-25
1975-0014-IND,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IND,India,Southern Asia,Asia,"Kinnaur district, Kashmir; Himachal Pradesh",,,No,No,No,,6.8,Richter,32.455,78.43,,1975,1,19,1975,1,19,47,,,,,,,,,,,18.38912907,,2004-01-27,2023-09-25
1975-0017-CHN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Anshan Liaoning province,,,No,No,No,,7,Richter,40.641,122.58,,1975,2,4,1975,2,4,2000,,,,,,,,,,,18.38912907,,2004-01-27,2023-09-25
1975-0043-SLB,Yes,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,,,SLB,Solomon Islands,Melanesia,Oceania,Torkina,,,No,No,No,,7.7,Richter,-7.104,155.152,,1975,7,21,1975,7,21,200,,,,,,,,,,,18.38912907,,2003-07-01,2023-09-25
1975-0053-TUR,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,"Hazro, Hani, Kulp,Lice",,,Yes,No,No,,6.7,Richter,38.474,40.723,,1975,9,6,1975,9,6,2385,3372,50000,,53372,,,,,17000,92446,18.38912907,,2004-01-27,2023-09-25
1975-0155-USA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,USA,United States of America,Northern America,Americas,Pocatello valley (Idaho),,,No,No,No,,6,Richter,42.06,-122.55,,1975,3,27,1975,3,27,,,1560,,1560,,,,,1000,5438,18.38912907,,2020-09-03,2023-09-25
1976-0020-ISL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ISL,Iceland,Northern Europe,Europe,Kopasker,,,No,No,No,,6.4,Richter,66.157,-16.582,,1976,1,13,1976,1,13,1,6,,,6,,,,,,,19.44554409,,2004-01-23,2023-09-25
1976-0021-NZL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,NZL,New Zealand,Australia and New Zealand,Oceania,"Kermandec Is., Raoul",,,No,No,No,,8,Richter,-28.427,-177.657,,1976,1,15,1976,1,15,,,,,,,,,,,,19.44554409,,2004-01-23,2023-09-25
1976-0024-GTM,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,GTM,Guatemala,Latin America and the Caribbean,Americas,"Guatemala city, Chimaltenango",,,Yes,No,No,,7.5,Richter,15.324,-89.101,,1976,2,4,1976,2,4,23000,77000,3750000,1166000,4993000,,,,,1000000,5142566,19.44554409,,2003-07-01,2023-09-25
1976-0028-AFG,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,AFG,Afghanistan,Southern Asia,Asia,Shamagan province (Hindu Kush),,,No,No,No,,5.5,Richter,36.61,67.79,,1976,3,19,1976,3,19,50,,90000,,90000,,,,,,,19.44554409,,2004-01-27,2023-09-25
1976-0029-TUR,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,,,,No,No,No,,4.8,Richter,41.13,43.01,,1976,3,25,1976,3,25,2,6,,,6,,,,,,,19.44554409,,2004-01-27,2023-09-25
1976-0033-ECU,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ECU,Ecuador,Latin America and the Caribbean,Americas,Esmeraldas,,,Yes,No,No,,6.7,Richter,0.782,79.804,,1976,4,9,1976,4,9,10,,,,,,,,,4000,20570,19.44554409,,2004-01-27,2023-09-25
1976-0037-ITA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ITA,Italy,Southern Europe,Europe,Friuli region,,,No,No,No,,6.5,Richter,46.356,13.275,,1976,5,6,1976,5,6,922,1750,111472,105000,218222,,,,,3600000,18513239,19.44554409,,2004-01-27,2023-09-25
1976-0039-SUN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,SUN,Soviet Union,Eastern Europe,Europe,"Gazli, Bukhara (Uzbekistan)",,,No,No,No,,7,Richter,40.381,63.472,,1976,5,17,1976,5,17,,,,,,,,,,85000,437118,19.44554409,,2004-01-27,2023-09-25
1976-0043-IDN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,Wanena Region (Irian Jaya),,,Yes,No,No,,7.1,Richter,-4.603,140.091,,1976,6,26,1976,6,26,420,,15000,,15000,,,,,25000,128564,19.44554409,,2003-07-01,2023-09-25
1976-0047-IDN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,Bali,,,Yes,No,No,,6.5,Richter,-8.17,114.888,,1976,7,14,1976,7,14,573,4755,450000,,454755,,,,,195000,1002800,19.44554409,,2004-01-27,2023-09-25
1976-0050-CHN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,"Tangshan, Pek.,Tientsin",,,No,No,No,,7.5,Richter,39.57,117.978,,1976,7,28,1976,7,28,242000,164000,,,164000,,,,,5600000,28798371,19.44554409,,2004-01-27,2023-09-25
1976-0054-PHL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,"Gulf of Moro, Sulu (Mindanao)",,Tsunami/Tidal wave,Yes,No,No,,7.9,Richter,6.262,124.023,,1976,8,17,1976,8,17,6000,6348,175000,,181348,,,,,134000,689104,19.44554409,,2004-01-27,2023-09-25
1976-0055-CHN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,"Szechwan, Chengtu",,,No,No,No,,,Richter,30.37,104.06,,1976,8,16,1976,8,16,,,,,,,,,,,,19.44554409,,2004-04-05,2023-09-25
1976-0056-TUR,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,Denizli,,,No,No,No,,4.9,Richter,37.7,28.89,,1976,8,19,1976,8,19,4,50,,9000,9050,,,,,,,19.44554409,,2004-01-27,2023-09-25
1976-0068-ECU,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ECU,Ecuador,Latin America and the Caribbean,Americas,Cotopaxi Pinchincha province,,,No,No,No,,,Richter,-0.14,-78.3,,1976,10,4,1976,10,4,10,,,20000,20000,,,,,20000,102851,19.44554409,,2004-01-27,2023-09-25
1976-0071-IDN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Irian Jaya, Jayawijaya (New guinea)",,,No,No,No,,7.1,Richter,-4.517,139.918,,1976,10,29,1976,10,29,133,,7000,,7000,,,,,,,19.44554409,,2004-01-27,2023-09-25
1976-0072-IRN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,South Khorasan province,,,No,No,No,,6.2,Richter,33.8,59.15,,1976,11,6,1976,11,6,16,,,,,,,,,,,19.44554409,,2004-01-27,2023-09-25
1976-0075-TUR,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,Muradiye,,,Yes,No,No,,7.3,Richter,39.121,44.029,,1976,11,24,1976,11,24,3840,15000,150000,51000,216000,,,,,25000,128564,19.44554409,,2004-01-27,2023-09-25
1976-0077-ECU,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Cotopaxi,ECU,Ecuador,Latin America and the Caribbean,Americas,Cotopaxi,,,No,No,No,,,,-0.677,-78.436,,1976,12,,1976,12,,1,,20000,5000,25000,,,,,,,19.44554409,,2003-07-01,2023-09-25
1976-0196-ITA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ITA,Italy,Southern Europe,Europe,Northeastern,,,No,No,No,,,Richter,46.302,13.197,,1976,9,15,1976,9,15,11,,,,,,,,,,,19.44554409,,2020-09-03,2023-09-25
1977-0037-COD,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Nyiragongo,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Near Goma,,,Yes,No,No,,,,-1.52,29.25,,1977,1,10,1977,1,10,147,,,60000,60000,,,,,,,20.7098325,,2003-11-01,2023-09-25
1977-0048-BGR,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,BGR,Bulgaria,Eastern Europe,Europe,"Svishtov, Ruse",,,No,No,No,,6.4,Richter,45.77,26.76,,1977,3,4,1977,3,4,20,165,,,165,,,,,,,20.7098325,,2010-03-12,2023-09-25
1977-0048-ROU,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ROU,Romania,Eastern Europe,Europe,Bucharest,,,Yes,No,No,,7.5,Richter,45.772,26.761,,1977,3,4,1977,3,4,1641,11300,200000,175000,386300,,,,,2000000,9657249,20.7098325,,2010-03-12,2023-09-25
1977-0050-PHL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,Cagayan (N.E. Luzon),,,No,No,No,,7,Richter,16.773,122.327,,1977,3,19,1977,3,19,1,30,60000,,60030,,,,,100,483,20.7098325,,2004-01-23,2023-09-25
1977-0051-IRN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Bandar Abbas area,,,No,No,No,,6.9,Richter,27.609,56.393,,1977,3,22,1977,3,22,167,556,20126,,20682,,,,,,,20.7098325,,2010-03-12,2023-09-25
1977-0052-TUR,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TUR,Türkiye,Western Asia,Asia,"Lice-Palu, Elazig Province",,,No,No,No,,4.9,Richter,38.56,40.02,,1977,3,25,1977,3,25,30,,,,,,,,,,,20.7098325,,2010-03-12,2023-09-25
1977-0057-IRN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Shahr Kord; Naghan, Ardal, Jaghdan, Dastgerd, Kordan, Sarmur",,,No,No,No,,5.9,Richter,31.98,50.68,,1977,4,7,1977,4,7,352,200,400000,,400200,,,,,,,20.7098325,,2010-03-12,2023-09-25
1977-0059-SLB,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,SLB,Solomon Islands,Melanesia,Oceania,"Guadalcanal, Honiara",,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",No,No,No,,6.7,Richter,-9.828,160.323,,1977,4,21,1977,4,21,34,1,1000,,1001,,,,,,,20.7098325,,2010-03-12,2023-09-25
1977-0071-IRN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Makhmur, Ilchi",,,No,No,No,,5.4,Richter,38.934,44.38,,1977,5,26,1977,5,26,3,9,,,9,,,,,,,20.7098325,,2010-03-12,2023-09-25
1977-0078-TON,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TON,Tonga,Polynesia,Oceania,Tongatapu,,,Yes,No,No,,6.8,Richter,-22.878,-175.9,,1977,6,23,1977,6,23,1,5,5000,500,5505,,,,,1200,5794,20.7098325,,2004-01-23,2023-09-25
1977-0106-IDN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Sumbaya, Lombok, Sumba (Nusa Tengarra Is.)",,Tsunami/Tidal wave,No,No,No,,8.3,Richter,-11.164,118.378,,1977,8,19,1977,8,19,185,75,3900,,3975,,,,,1200,5794,20.7098325,,2010-03-12,2023-09-25
1977-0137-ARG,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ARG,Argentina,Latin America and the Caribbean,Americas,"Cardoba, Buenos Aires, Caucete, Bragado San Juan province",,,No,No,No,,7.4,Richter,-31.028,-67.767,,1977,11,23,1977,11,23,70,100,,40000,40100,,,,,80000,386290,20.7098325,,2010-03-12,2023-09-25
